model,sampler,fold,tn,fp,fn,tp
LightGBM,RandomOverSampler,2,1606,213,50,50
LightGBM,RandomOverSampler,3,1580,239,46,54
LightGBM,RandomOverSampler,4,1583,235,49,51
LightGBM,RandomOverSampler,5,1634,184,57,43
LightGBM,RandomOverSampler,6,1605,214,49,51
LightGBM,RandomOverSampler,7,1606,213,42,58
LightGBM,RandomOverSampler,8,1589,230,53,47
LightGBM,RandomOverSampler,9,1569,249,56,44
LightGBM,RandomOverSampler,10,1620,198,51,49
LightGBM,RandomOverSampler,11,1600,219,43,57
LightGBM,RandomOverSampler,12,1575,244,45,55
LightGBM,RandomOverSampler,13,1632,187,50,50
LightGBM,RandomOverSampler,14,1600,218,53,47
LightGBM,RandomOverSampler,15,1571,247,48,52
LightGBM,SMOTE,1,1804,15,96,4
LightGBM,SMOTE,2,1807,12,95,5
LightGBM,SMOTE,3,1807,12,98,2
LightGBM,SMOTE,4,1804,14,92,8
LightGBM,SMOTE,5,1806,12,98,2
LightGBM,SMOTE,6,1804,15,95,5
LightGBM,SMOTE,7,1813,6,98,2
LightGBM,SMOTE,8,1805,14,94,6
LightGBM,SMOTE,9,1806,12,98,2
LightGBM,SMOTE,10,1812,6,98,2
LightGBM,SMOTE,11,1814,5,95,5
LightGBM,SMOTE,12,1814,5,93,7
LightGBM,SMOTE,13,1807,12,97,3
LightGBM,SMOTE,14,1805,13,96,4
LightGBM,SMOTE,15,1802,16,96,4
LightGBM,ADASYN,1,1807,12,97,3
LightGBM,ADASYN,2,1810,9,96,4
LightGBM,ADASYN,3,1808,11,98,2
LightGBM,ADASYN,4,1806,12,94,6
LightGBM,ADASYN,5,1809,9,99,1
LightGBM,ADASYN,6,1806,13,95,5
LightGBM,ADASYN,7,1812,7,98,2
LightGBM,ADASYN,8,1803,16,97,3
LightGBM,ADASYN,9,1801,17,97,3
LightGBM,ADASYN,10,1812,6,99,1
LightGBM,ADASYN,11,1816,3,95,5
LightGBM,ADASYN,12,1812,7,96,4
LightGBM,ADASYN,13,1807,12,97,3
LightGBM,ADASYN,14,1808,10,95,5
LightGBM,ADASYN,15,1799,19,96,4
LightGBM,BorderlineSMOTE,1,1805,14,98,2
LightGBM,BorderlineSMOTE,2,1805,14,95,5
LightGBM,BorderlineSMOTE,3,1803,16,99,1
LightGBM,BorderlineSMOTE,4,1801,17,93,7
LightGBM,BorderlineSMOTE,5,1808,10,98,2
LightGBM,BorderlineSMOTE,6,1804,15,96,4
LightGBM,BorderlineSMOTE,7,1808,11,96,4
LightGBM,BorderlineSMOTE,8,1801,18,94,6
LightGBM,BorderlineSMOTE,9,1801,17,98,2
LightGBM,BorderlineSMOTE,10,1813,5,97,3
LightGBM,BorderlineSMOTE,11,1811,8,95,5
LightGBM,BorderlineSMOTE,12,1807,12,93,7
LightGBM,BorderlineSMOTE,13,1811,8,97,3
LightGBM,BorderlineSMOTE,14,1807,11,94,6
LightGBM,BorderlineSMOTE,15,1801,17,95,5
LightGBM,RandomUnderSampler,1,1283,536,23,77
LightGBM,RandomUnderSampler,2,1291,528,18,82
LightGBM,RandomUnderSampler,3,1319,500,20,80
LightGBM,RandomUnderSampler,4,1277,541,18,82
LightGBM,RandomUnderSampler,5,1293,525,14,86
LightGBM,RandomUnderSampler,6,1276,543,28,72
LightGBM,RandomUnderSampler,7,1308,511,14,86
LightGBM,RandomUnderSampler,8,1279,540,25,75
LightGBM,RandomUnderSampler,9,1292,526,22,78
LightGBM,RandomUnderSampler,10,1310,508,20,80
LightGBM,RandomUnderSampler,11,1283,536,19,81
LightGBM,RandomUnderSampler,12,1327,492,23,77
LightGBM,RandomUnderSampler,13,1344,475,24,76
LightGBM,RandomUnderSampler,14,1282,536,22,78
LightGBM,RandomUnderSampler,15,1261,557,21,79
LightGBM,NearMiss,1,376,1443,26,74
LightGBM,NearMiss,2,416,1403,32,68
LightGBM,NearMiss,3,397,1422,38,62
LightGBM,NearMiss,4,368,1450,28,72
LightGBM,NearMiss,5,421,1397,36,64
LightGBM,NearMiss,6,419,1400,28,72
LightGBM,NearMiss,7,444,1375,37,63
LightGBM,NearMiss,8,404,1415,26,74
LightGBM,NearMiss,9,375,1443,27,73
LightGBM,NearMiss,10,365,1453,27,73
LightGBM,NearMiss,11,415,1404,35,65
LightGBM,NearMiss,12,415,1404,30,70
LightGBM,NearMiss,13,360,1459,28,72
LightGBM,NearMiss,14,404,1414,29,71
LightGBM,NearMiss,15,367,1451,35,65
LightGBM,TomekLinks,1,1801,18,94,6
LightGBM,TomekLinks,2,1806,13,97,3
LightGBM,TomekLinks,3,1803,16,96,4
LightGBM,TomekLinks,4,1804,14,94,6
LightGBM,TomekLinks,5,1807,11,97,3
LightGBM,TomekLinks,6,1802,17,96,4
LightGBM,TomekLinks,7,1812,7,98,2
LightGBM,TomekLinks,8,1802,17,95,5
LightGBM,TomekLinks,9,1803,15,98,2
LightGBM,TomekLinks,10,1810,8,98,2
LightGBM,TomekLinks,11,1809,10,94,6
LightGBM,TomekLinks,12,1803,16,94,6
LightGBM,TomekLinks,13,1811,8,97,3
LightGBM,TomekLinks,14,1807,11,97,3
LightGBM,TomekLinks,15,1801,17,96,4
LightGBM,ClusterCentroids,1,129,1690,0,100
LightGBM,ClusterCentroids,2,562,1257,0,100
LightGBM,ClusterCentroids,3,543,1276,0,100
LightGBM,ClusterCentroids,4,143,1675,1,99
LightGBM,ClusterCentroids,5,518,1300,0,100
LightGBM,ClusterCentroids,6,551,1268,0,100
LightGBM,ClusterCentroids,7,523,1296,0,100
LightGBM,ClusterCentroids,8,543,1276,0,100
LightGBM,ClusterCentroids,9,516,1302,0,100
LightGBM,ClusterCentroids,10,546,1272,0,100
LightGBM,ClusterCentroids,11,528,1291,0,100
LightGBM,ClusterCentroids,12,576,1243,0,100
LightGBM,ClusterCentroids,13,397,1422,0,100
LightGBM,ClusterCentroids,14,513,1305,0,100
LightGBM,ClusterCentroids,15,517,1301,0,100
LightGBM,SMOTETomek,1,1807,12,96,4
LightGBM,SMOTETomek,2,1803,16,97,3
LightGBM,SMOTETomek,3,1807,12,97,3
LightGBM,SMOTETomek,4,1805,13,92,8
LightGBM,SMOTETomek,5,1809,9,98,2
LightGBM,SMOTETomek,6,1808,11,94,6
LightGBM,SMOTETomek,7,1810,9,97,3
LightGBM,SMOTETomek,8,1809,10,96,4
LightGBM,SMOTETomek,9,1804,14,97,3
LightGBM,SMOTETomek,10,1813,5,98,2
LightGBM,SMOTETomek,11,1814,5,96,4
LightGBM,SMOTETomek,12,1815,4,95,5
LightGBM,SMOTETomek,13,1808,11,96,4
LightGBM,SMOTETomek,14,1805,13,99,1
LightGBM,SMOTETomek,15,1799,19,96,4
LightGBM,SMOTEENN,1,1710,109,71,29
LightGBM,SMOTEENN,2,1725,94,70,30
LightGBM,SMOTEENN,3,1705,114,69,31
LightGBM,SMOTEENN,4,1685,133,68,32
LightGBM,SMOTEENN,5,1729,89,75,25
LightGBM,SMOTEENN,6,1708,111,71,29
LightGBM,SMOTEENN,7,1734,85,68,32
LightGBM,SMOTEENN,8,1722,97,74,26
LightGBM,SMOTEENN,9,1716,102,83,17
LightGBM,SMOTEENN,10,1716,102,67,33
LightGBM,SMOTEENN,11,1710,109,76,24
LightGBM,SMOTEENN,12,1719,100,74,26
LightGBM,SMOTEENN,13,1722,97,70,30
LightGBM,SMOTEENN,14,1722,96,75,25
LightGBM,SMOTEENN,15,1723,95,71,29
RandomForest,No Sampling,1,1811,8,97,3
RandomForest,No Sampling,2,1818,1,99,1
RandomForest,No Sampling,3,1814,5,98,2
RandomForest,No Sampling,4,1812,6,96,4
RandomForest,No Sampling,5,1811,7,97,3
RandomForest,No Sampling,6,1813,6,98,2
RandomForest,No Sampling,7,1815,4,98,2
RandomForest,No Sampling,8,1817,2,98,2
RandomForest,No Sampling,9,1807,11,98,2
RandomForest,No Sampling,10,1813,5,98,2
RandomForest,No Sampling,11,1813,6,97,3
RandomForest,No Sampling,12,1814,5,97,3
RandomForest,No Sampling,13,1813,6,99,1
RandomForest,No Sampling,14,1813,5,97,3
RandomForest,No Sampling,15,1813,5,98,2
RandomForest,Cost Sensitive,1,1810,9,97,3
RandomForest,Cost Sensitive,2,1815,4,99,1
RandomForest,Cost Sensitive,3,1815,4,99,1
RandomForest,Cost Sensitive,4,1812,6,96,4
RandomForest,Cost Sensitive,5,1811,7,98,2
RandomForest,Cost Sensitive,6,1814,5,99,1
RandomForest,Cost Sensitive,7,1815,4,98,2
RandomForest,Cost Sensitive,8,1816,3,98,2
RandomForest,Cost Sensitive,9,1807,11,97,3
RandomForest,Cost Sensitive,10,1813,5,98,2
RandomForest,Cost Sensitive,11,1814,5,97,3
RandomForest,Cost Sensitive,12,1813,6,97,3
RandomForest,Cost Sensitive,13,1813,6,99,1
RandomForest,Cost Sensitive,14,1814,4,97,3
RandomForest,Cost Sensitive,15,1813,5,98,2
RandomForest,RandomOverSampler,1,1797,22,90,10
RandomForest,RandomOverSampler,2,1797,22,94,6
RandomForest,RandomOverSampler,3,1793,26,95,5
RandomForest,RandomOverSampler,4,1789,29,92,8
RandomForest,RandomOverSampler,5,1796,22,93,7
RandomForest,RandomOverSampler,6,1797,22,95,5
RandomForest,RandomOverSampler,7,1799,20,94,6
RandomForest,RandomOverSampler,8,1799,20,95,5
RandomForest,RandomOverSampler,9,1791,27,94,6
RandomForest,RandomOverSampler,10,1795,23,94,6
RandomForest,RandomOverSampler,11,1794,25,93,7
RandomForest,RandomOverSampler,12,1787,32,90,10
RandomForest,RandomOverSampler,13,1805,14,95,5
RandomForest,RandomOverSampler,14,1797,21,96,4
RandomForest,RandomOverSampler,15,1793,25,95,5
RandomForest,SMOTE,1,1796,23,92,8
RandomForest,SMOTE,2,1807,12,94,6
RandomForest,SMOTE,3,1802,17,96,4
RandomForest,SMOTE,4,1790,28,91,9
RandomForest,SMOTE,5,1797,21,94,6
RandomForest,SMOTE,6,1792,27,91,9
RandomForest,SMOTE,7,1806,13,95,5
RandomForest,SMOTE,8,1804,15,94,6
RandomForest,SMOTE,9,1790,28,94,6
RandomForest,SMOTE,10,1798,20,95,5
RandomForest,SMOTE,11,1803,16,93,7
RandomForest,SMOTE,12,1791,28,93,7
RandomForest,SMOTE,13,1797,22,95,5
RandomForest,SMOTE,14,1797,21,91,9
RandomForest,SMOTE,15,1794,24,94,6
RandomForest,ADASYN,1,1795,24,92,8
RandomForest,ADASYN,2,1808,11,95,5
RandomForest,ADASYN,3,1806,13,97,3
RandomForest,ADASYN,4,1790,28,91,9
RandomForest,ADASYN,5,1801,17,93,7
RandomForest,ADASYN,6,1795,24,92,8
RandomForest,ADASYN,7,1806,13,94,6
RandomForest,ADASYN,8,1804,15,94,6
RandomForest,ADASYN,9,1789,29,96,4
RandomForest,ADASYN,10,1801,17,97,3
RandomForest,ADASYN,11,1802,17,93,7
RandomForest,ADASYN,12,1796,23,94,6
RandomForest,ADASYN,13,1803,16,96,4
RandomForest,ADASYN,14,1797,21,91,9
RandomForest,ADASYN,15,1797,21,96,4
RandomForest,BorderlineSMOTE,1,1792,27,92,8
RandomForest,BorderlineSMOTE,2,1807,12,93,7
RandomForest,BorderlineSMOTE,3,1798,21,98,2
RandomForest,BorderlineSMOTE,4,1789,29,92,8
RandomForest,BorderlineSMOTE,5,1799,19,92,8
RandomForest,BorderlineSMOTE,6,1796,23,91,9
RandomForest,BorderlineSMOTE,7,1801,18,95,5
RandomForest,BorderlineSMOTE,8,1804,15,92,8
RandomForest,BorderlineSMOTE,9,1783,35,96,4
RandomForest,BorderlineSMOTE,10,1805,13,95,5
RandomForest,BorderlineSMOTE,11,1800,19,93,7
RandomForest,BorderlineSMOTE,12,1790,29,92,8
RandomForest,BorderlineSMOTE,13,1802,17,94,6
RandomForest,BorderlineSMOTE,14,1793,25,93,7
RandomForest,BorderlineSMOTE,15,1797,21,93,7
RandomForest,RandomUnderSampler,1,1234,585,14,86
RandomForest,RandomUnderSampler,2,1224,595,14,86
RandomForest,RandomUnderSampler,3,1251,568,10,90
RandomForest,RandomUnderSampler,4,1237,581,11,89
RandomForest,RandomUnderSampler,5,1186,632,9,91
RandomForest,RandomUnderSampler,6,1198,621,18,82
RandomForest,RandomUnderSampler,7,1238,581,9,91
RandomForest,RandomUnderSampler,8,1223,596,19,81
RandomForest,RandomUnderSampler,9,1225,593,12,88
RandomForest,RandomUnderSampler,10,1260,558,11,89
RandomForest,RandomUnderSampler,11,1211,608,7,93
RandomForest,RandomUnderSampler,12,1240,579,14,86
RandomForest,RandomUnderSampler,13,1278,541,16,84
RandomForest,RandomUnderSampler,14,1231,587,12,88
RandomForest,RandomUnderSampler,15,1195,623,13,87
RandomForest,NearMiss,1,330,1489,22,78
RandomForest,NearMiss,2,291,1528,26,74
RandomForest,NearMiss,3,276,1543,33,67
RandomForest,NearMiss,4,307,1511,30,70
RandomForest,NearMiss,5,350,1468,30,70
RandomForest,NearMiss,6,359,1460,32,68
RandomForest,NearMiss,7,338,1481,32,68
RandomForest,NearMiss,8,293,1526,25,75
RandomForest,NearMiss,9,296,1522,27,73
RandomForest,NearMiss,10,273,1545,24,76
RandomForest,NearMiss,11,337,1482,30,70
RandomForest,NearMiss,12,319,1500,28,72
RandomForest,NearMiss,13,263,1556,23,77
RandomForest,NearMiss,14,341,1477,31,69
RandomForest,NearMiss,15,334,1484,29,71
RandomForest,TomekLinks,1,1810,9,96,4
RandomForest,TomekLinks,2,1815,4,98,2
RandomForest,TomekLinks,3,1806,13,99,1
RandomForest,TomekLinks,4,1808,10,95,5
RandomForest,TomekLinks,5,1810,8,96,4
RandomForest,TomekLinks,6,1809,10,97,3
RandomForest,TomekLinks,7,1815,4,98,2
RandomForest,TomekLinks,8,1812,7,98,2
RandomForest,TomekLinks,9,1806,12,97,3
RandomForest,TomekLinks,10,1813,5,97,3
RandomForest,TomekLinks,11,1811,8,97,3
RandomForest,TomekLinks,12,1812,7,94,6
RandomForest,TomekLinks,13,1810,9,98,2
RandomForest,TomekLinks,14,1809,9,97,3
RandomForest,TomekLinks,15,1811,7,97,3
RandomForest,ClusterCentroids,1,93,1726,0,100
RandomForest,ClusterCentroids,2,566,1253,3,97
RandomForest,ClusterCentroids,3,317,1502,3,97
RandomForest,ClusterCentroids,4,185,1633,0,100
RandomForest,ClusterCentroids,5,233,1585,0,100
RandomForest,ClusterCentroids,6,558,1261,0,100
RandomForest,ClusterCentroids,7,559,1260,1,99
RandomForest,ClusterCentroids,8,559,1260,0,100
RandomForest,ClusterCentroids,9,519,1299,0,100
RandomForest,ClusterCentroids,10,546,1272,0,100
RandomForest,ClusterCentroids,11,505,1314,0,100
RandomForest,ClusterCentroids,12,525,1294,0,100
RandomForest,ClusterCentroids,13,465,1354,1,99
RandomForest,ClusterCentroids,14,107,1711,2,98
RandomForest,ClusterCentroids,15,517,1301,0,100
RandomForest,SMOTETomek,1,1795,24,90,10
RandomForest,SMOTETomek,2,1803,16,93,7
RandomForest,SMOTETomek,3,1799,20,96,4
RandomForest,SMOTETomek,4,1787,31,90,10
RandomForest,SMOTETomek,5,1800,18,94,6
RandomForest,SMOTETomek,6,1792,27,91,9
RandomForest,SMOTETomek,7,1805,14,95,5
RandomForest,SMOTETomek,8,1806,13,93,7
RandomForest,SMOTETomek,9,1791,27,95,5
RandomForest,SMOTETomek,10,1798,20,94,6
RandomForest,SMOTETomek,11,1801,18,94,6
RandomForest,SMOTETomek,12,1795,24,91,9
RandomForest,SMOTETomek,13,1800,19,94,6
RandomForest,SMOTETomek,14,1798,20,92,8
RandomForest,SMOTETomek,15,1795,23,96,4
RandomForest,SMOTEENN,1,1674,145,68,32
RandomForest,SMOTEENN,2,1710,109,72,28
RandomForest,SMOTEENN,3,1685,134,67,33
RandomForest,SMOTEENN,4,1681,137,71,29
RandomForest,SMOTEENN,5,1720,98,71,29
RandomForest,SMOTEENN,6,1683,136,71,29
RandomForest,SMOTEENN,7,1717,102,74,26
RandomForest,SMOTEENN,8,1715,104,70,30
RandomForest,SMOTEENN,9,1702,116,83,17
RandomForest,SMOTEENN,10,1702,116,68,32
RandomForest,SMOTEENN,11,1709,110,70,30
RandomForest,SMOTEENN,12,1686,133,69,31
RandomForest,SMOTEENN,13,1699,120,72,28
RandomForest,SMOTEENN,14,1698,120,76,24
RandomForest,SMOTEENN,15,1678,140,71,29
AdaBoost,No Sampling,1,1819,0,100,0
AdaBoost,No Sampling,2,1819,0,100,0
AdaBoost,No Sampling,3,1819,0,100,0
AdaBoost,No Sampling,4,1818,0,100,0
AdaBoost,No Sampling,5,1818,0,100,0
AdaBoost,No Sampling,6,1819,0,100,0
AdaBoost,No Sampling,7,1819,0,100,0
AdaBoost,No Sampling,8,1819,0,100,0
AdaBoost,No Sampling,9,1818,0,100,0
AdaBoost,No Sampling,10,1818,0,100,0
AdaBoost,No Sampling,11,1819,0,100,0
AdaBoost,No Sampling,12,1819,0,100,0
AdaBoost,No Sampling,13,1819,0,100,0
AdaBoost,No Sampling,14,1818,0,100,0
AdaBoost,No Sampling,15,1818,0,100,0
AdaBoost,Cost Sensitive,1,1108,711,4,96
AdaBoost,Cost Sensitive,2,1108,711,7,93
AdaBoost,Cost Sensitive,3,1106,713,4,96
AdaBoost,Cost Sensitive,4,1093,725,2,98
AdaBoost,Cost Sensitive,5,1073,745,5,95
AdaBoost,Cost Sensitive,6,1070,749,3,97
AdaBoost,Cost Sensitive,7,1093,726,5,95
AdaBoost,Cost Sensitive,8,1100,719,7,93
AdaBoost,Cost Sensitive,9,1106,712,4,96
AdaBoost,Cost Sensitive,10,1119,699,3,97
AdaBoost,Cost Sensitive,11,1074,745,2,98
AdaBoost,Cost Sensitive,12,1094,725,8,92
AdaBoost,Cost Sensitive,13,1138,681,6,94
AdaBoost,Cost Sensitive,14,1111,707,4,96
AdaBoost,Cost Sensitive,15,1071,747,2,98
AdaBoost,RandomOverSampler,1,1108,711,4,96
AdaBoost,RandomOverSampler,2,1108,711,7,93
AdaBoost,RandomOverSampler,3,1106,713,4,96
AdaBoost,RandomOverSampler,4,1093,725,2,98
AdaBoost,RandomOverSampler,5,1073,745,5,95
AdaBoost,RandomOverSampler,6,1070,749,3,97
AdaBoost,RandomOverSampler,7,1093,726,5,95
AdaBoost,RandomOverSampler,8,1100,719,7,93
AdaBoost,RandomOverSampler,9,1106,712,4,96
AdaBoost,RandomOverSampler,10,1119,699,3,97
AdaBoost,RandomOverSampler,11,1074,745,2,98
AdaBoost,RandomOverSampler,12,1094,725,8,92
AdaBoost,RandomOverSampler,13,1138,681,6,94
AdaBoost,RandomOverSampler,14,1111,707,4,96
AdaBoost,RandomOverSampler,15,1071,747,2,98
AdaBoost,SMOTE,1,1108,711,4,96
AdaBoost,SMOTE,2,1108,711,7,93
AdaBoost,SMOTE,3,1106,713,4,96
AdaBoost,SMOTE,4,1093,725,2,98
AdaBoost,SMOTE,5,1073,745,5,95
AdaBoost,SMOTE,6,1070,749,3,97
AdaBoost,SMOTE,7,1093,726,5,95
AdaBoost,SMOTE,8,1100,719,7,93
AdaBoost,SMOTE,9,1106,712,4,96
AdaBoost,SMOTE,10,1119,699,3,97
AdaBoost,SMOTE,11,1074,745,2,98
AdaBoost,SMOTE,12,1094,725,8,92
AdaBoost,SMOTE,13,1138,681,6,94
AdaBoost,SMOTE,14,1111,707,4,96
AdaBoost,SMOTE,15,1071,747,2,98
AdaBoost,ADASYN,1,1108,711,4,96
AdaBoost,ADASYN,2,1108,711,7,93
AdaBoost,ADASYN,3,1106,713,4,96
AdaBoost,ADASYN,4,1093,725,2,98
AdaBoost,ADASYN,5,1073,745,5,95
AdaBoost,ADASYN,6,1070,749,3,97
AdaBoost,ADASYN,7,1093,726,5,95
AdaBoost,ADASYN,8,1100,719,7,93
AdaBoost,ADASYN,9,1106,712,4,96
AdaBoost,ADASYN,10,1119,699,3,97
AdaBoost,ADASYN,11,1074,745,2,98
AdaBoost,ADASYN,12,1094,725,8,92
AdaBoost,ADASYN,13,1138,681,6,94
AdaBoost,ADASYN,14,1111,707,4,96
AdaBoost,ADASYN,15,1071,747,2,98
AdaBoost,BorderlineSMOTE,1,1108,711,4,96
AdaBoost,BorderlineSMOTE,2,1108,711,7,93
AdaBoost,BorderlineSMOTE,3,1106,713,4,96
AdaBoost,BorderlineSMOTE,4,1093,725,2,98
AdaBoost,BorderlineSMOTE,5,1073,745,5,95
AdaBoost,BorderlineSMOTE,6,1070,749,3,97
AdaBoost,BorderlineSMOTE,7,1093,726,5,95
AdaBoost,BorderlineSMOTE,8,1100,719,7,93
AdaBoost,BorderlineSMOTE,9,1106,712,4,96
AdaBoost,BorderlineSMOTE,10,1119,699,3,97
AdaBoost,BorderlineSMOTE,11,1074,745,2,98
AdaBoost,BorderlineSMOTE,12,1094,725,8,92
AdaBoost,BorderlineSMOTE,13,1138,681,6,94
AdaBoost,BorderlineSMOTE,14,1111,707,4,96
AdaBoost,BorderlineSMOTE,15,1071,747,2,98
AdaBoost,RandomUnderSampler,1,1108,711,4,96
AdaBoost,RandomUnderSampler,2,1108,711,7,93
AdaBoost,RandomUnderSampler,3,1106,713,4,96
AdaBoost,RandomUnderSampler,4,1093,725,2,98
AdaBoost,RandomUnderSampler,5,1073,745,5,95
AdaBoost,RandomUnderSampler,6,1070,749,3,97
AdaBoost,RandomUnderSampler,7,1093,726,5,95
AdaBoost,RandomUnderSampler,8,1100,719,7,93
AdaBoost,RandomUnderSampler,9,1106,712,4,96
AdaBoost,RandomUnderSampler,10,1119,699,3,97
AdaBoost,RandomUnderSampler,11,1074,745,2,98
AdaBoost,RandomUnderSampler,12,1094,725,8,92
AdaBoost,RandomUnderSampler,13,1138,681,6,94
AdaBoost,RandomUnderSampler,14,1111,707,4,96
AdaBoost,RandomUnderSampler,15,1071,747,2,98
AdaBoost,NearMiss,1,695,1124,48,52
AdaBoost,NearMiss,2,574,1245,37,63
AdaBoost,NearMiss,3,517,1302,41,59
AdaBoost,NearMiss,4,631,1187,41,59
AdaBoost,NearMiss,5,593,1225,46,54
AdaBoost,NearMiss,6,617,1202,51,49
AdaBoost,NearMiss,7,563,1256,46,54
AdaBoost,NearMiss,8,663,1156,39,61
AdaBoost,NearMiss,9,541,1277,37,63
AdaBoost,NearMiss,10,553,1265,40,60
AdaBoost,NearMiss,11,595,1224,41,59
AdaBoost,NearMiss,12,656,1163,43,57
AdaBoost,NearMiss,13,564,1255,36,64
AdaBoost,NearMiss,14,647,1171,46,54
AdaBoost,NearMiss,15,599,1219,39,61
AdaBoost,TomekLinks,1,1819,0,100,0
AdaBoost,TomekLinks,2,1819,0,100,0
AdaBoost,TomekLinks,3,1819,0,100,0
AdaBoost,TomekLinks,4,1818,0,100,0
AdaBoost,TomekLinks,5,1818,0,100,0
AdaBoost,TomekLinks,6,1819,0,100,0
AdaBoost,TomekLinks,7,1819,0,100,0
AdaBoost,TomekLinks,8,1819,0,100,0
AdaBoost,TomekLinks,9,1818,0,100,0
AdaBoost,TomekLinks,10,1818,0,100,0
AdaBoost,TomekLinks,11,1819,0,100,0
AdaBoost,TomekLinks,12,1819,0,100,0
AdaBoost,TomekLinks,13,1819,0,100,0
AdaBoost,TomekLinks,14,1818,0,100,0
AdaBoost,TomekLinks,15,1818,0,100,0
AdaBoost,ClusterCentroids,1,145,1674,0,100
AdaBoost,ClusterCentroids,2,263,1556,0,100
AdaBoost,ClusterCentroids,3,328,1491,1,99
AdaBoost,ClusterCentroids,4,281,1537,0,100
AdaBoost,ClusterCentroids,5,158,1660,0,100
AdaBoost,ClusterCentroids,6,366,1453,1,99
AdaBoost,ClusterCentroids,7,264,1555,0,100
AdaBoost,ClusterCentroids,8,243,1576,0,100
AdaBoost,ClusterCentroids,9,431,1387,0,100
AdaBoost,ClusterCentroids,10,433,1385,0,100
AdaBoost,ClusterCentroids,11,193,1626,1,99
AdaBoost,ClusterCentroids,12,213,1606,0,100
AdaBoost,ClusterCentroids,13,134,1685,1,99
AdaBoost,ClusterCentroids,14,140,1678,0,100
AdaBoost,ClusterCentroids,15,346,1472,0,100
AdaBoost,SMOTETomek,1,1108,711,4,96
AdaBoost,SMOTETomek,2,1108,711,7,93
AdaBoost,SMOTETomek,3,1106,713,4,96
AdaBoost,SMOTETomek,4,1093,725,2,98
AdaBoost,SMOTETomek,5,1073,745,5,95
AdaBoost,SMOTETomek,6,1070,749,3,97
AdaBoost,SMOTETomek,7,1093,726,5,95
AdaBoost,SMOTETomek,8,1100,719,7,93
AdaBoost,SMOTETomek,9,1106,712,4,96
AdaBoost,SMOTETomek,10,1119,699,3,97
AdaBoost,SMOTETomek,11,1074,745,2,98
AdaBoost,SMOTETomek,12,1094,725,8,92
AdaBoost,SMOTETomek,13,1138,681,6,94
AdaBoost,SMOTETomek,14,1111,707,4,96
AdaBoost,SMOTETomek,15,1071,747,2,98
AdaBoost,SMOTEENN,1,1108,711,4,96
AdaBoost,SMOTEENN,2,1108,711,7,93
AdaBoost,SMOTEENN,3,1106,713,4,96
AdaBoost,SMOTEENN,4,1093,725,2,98
AdaBoost,SMOTEENN,5,1073,745,5,95
AdaBoost,SMOTEENN,6,1070,749,3,97
AdaBoost,SMOTEENN,7,1093,726,5,95
AdaBoost,SMOTEENN,8,1100,719,7,93
AdaBoost,SMOTEENN,9,1106,712,4,96
AdaBoost,SMOTEENN,10,1119,699,3,97
AdaBoost,SMOTEENN,11,1074,745,2,98
AdaBoost,SMOTEENN,12,1094,725,8,92
AdaBoost,SMOTEENN,13,1138,681,6,94
AdaBoost,SMOTEENN,14,1111,707,4,96
AdaBoost,SMOTEENN,15,1071,747,2,98
