model,sampler,fold,accuracy,precision,recall,f1,roc_auc,pr_auc,fp_per_tp,train_time_sec,tn,fp,fn,tp
LightGBM,NearMiss,1,0.79,0.5666666666666667,0.68,0.6181818181818182,0.8517333333333333,0.5904637861800804,0.7647058823529411,0.18160404799982643,124,26,16,34
LightGBM,NearMiss,2,0.8,0.5892857142857143,0.66,0.6226415094339622,0.8191999999999999,0.652438882315141,0.696969696969697,0.1655927009996958,127,23,17,33
LightGBM,NearMiss,3,0.735,0.47435897435897434,0.7551020408163265,0.5826771653543307,0.8126773888363292,0.5575566913350937,1.1081081081081081,0.15017198700024892,110,41,12,37
LightGBM,NearMiss,4,0.755,0.5,0.7551020408163265,0.6016260162601627,0.7861873226111636,0.6015854464112294,1.0,0.14455845999964367,114,37,12,37
LightGBM,NearMiss,5,0.73,0.4725274725274725,0.8775510204081632,0.6142857142857143,0.8330855521016354,0.5537643662093282,1.1162790697674418,0.14809744499962108,103,48,6,43
LightGBM,NearMiss,6,0.68,0.4146341463414634,0.68,0.5151515151515151,0.7608,0.5217758612848751,1.411764705882353,0.1491909439992014,102,48,16,34
LightGBM,NearMiss,7,0.75,0.5,0.68,0.576271186440678,0.7906666666666666,0.4845919788147367,1.0,0.16335225599959813,116,34,16,34
LightGBM,NearMiss,8,0.72,0.4520547945205479,0.673469387755102,0.5409836065573771,0.7528044330314907,0.4890720655905953,1.2121212121212122,0.1521768719994725,111,40,16,33
LightGBM,NearMiss,9,0.765,0.5151515151515151,0.6938775510204082,0.591304347826087,0.7879443167995674,0.5375941115598304,0.9411764705882353,0.1497786059999271,119,32,15,34
LightGBM,NearMiss,10,0.81,0.5797101449275363,0.8163265306122449,0.6779661016949152,0.8318691715096636,0.6079665237824647,0.725,0.14056059399990772,122,29,9,40
LightGBM,NearMiss,11,0.73,0.47619047619047616,0.8,0.5970149253731343,0.8325333333333333,0.5715183700870107,1.1,0.14726983800028393,106,44,10,40
LightGBM,NearMiss,12,0.73,0.47435897435897434,0.74,0.578125,0.7962666666666667,0.5107211453659402,1.1081081081081081,0.18423053799961053,109,41,13,37
LightGBM,NearMiss,13,0.775,0.5263157894736842,0.8163265306122449,0.64,0.8632247601027165,0.6316147243104494,0.9,0.14217195299988816,115,36,9,40
LightGBM,NearMiss,14,0.75,0.49295774647887325,0.7142857142857143,0.5833333333333334,0.7952426003513988,0.5435120678045966,1.0285714285714285,0.14845491699998092,115,36,14,35
LightGBM,NearMiss,15,0.795,0.5689655172413793,0.673469387755102,0.616822429906542,0.7775375050682525,0.5703100935223571,0.7575757575757576,0.14592305600035615,126,25,16,33
LightGBM,TomekLinks,1,0.835,0.673469387755102,0.66,0.6666666666666666,0.8752,0.608071012676311,0.48484848484848486,0.37607432099957805,134,16,17,33
LightGBM,TomekLinks,2,0.81,0.6764705882352942,0.46,0.5476190476190477,0.8598666666666666,0.6466946615255541,0.4782608695652174,0.3564897340002062,139,11,27,23
LightGBM,TomekLinks,3,0.835,0.6379310344827587,0.7551020408163265,0.6915887850467289,0.8407892958507907,0.5711402861543066,0.5675675675675675,0.35111102999962895,130,21,12,37
LightGBM,TomekLinks,4,0.8,0.6097560975609756,0.5102040816326531,0.5555555555555556,0.8330855521016355,0.595349033888873,0.64,0.3945182940005907,135,16,24,25
LightGBM,TomekLinks,5,0.83,0.6153846153846154,0.8163265306122449,0.7017543859649122,0.8636302203000406,0.6137270112013153,0.625,0.36985999099943,126,25,9,40
LightGBM,TomekLinks,6,0.82,0.64,0.64,0.64,0.8462666666666666,0.6245782764491564,0.5625,0.40018889400016633,132,18,18,32
LightGBM,TomekLinks,7,0.795,0.6046511627906976,0.52,0.5591397849462365,0.8124,0.5348404332244394,0.6538461538461539,0.34378053000000364,133,17,24,26
LightGBM,TomekLinks,8,0.83,0.6470588235294118,0.673469387755102,0.66,0.8113258548452493,0.5869209406148759,0.5454545454545454,0.3546629379998194,133,18,16,33
